age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,job1,marital1,education1,housing1,loan1,contact1,month1,day_of_week1,poutcome1
24,UNKNOWN,SINGLE,UNIVERSITY.DEGREE,NO,YES,YES,CELLULAR,JUN,TUE,1.0,999,2,FAILURE,-2.9,92.963,-40.8,1.262,5076.2,True,11,2,6,2,2,0,4,3,0
34,ADMIN,MARRIED,BASIC.6Y,NO,YES,YES,CELLULAR,NOV,WED,2.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.12,5195.8,True,0,1,1,2,2,0,7,4,1
59,UNKNOWN,MARRIED,UNKNOWN,UNKNOWN,NO,NO,TELEPHONE,JUN,THU,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.8660000000000005,5228.1,True,11,1,7,0,0,1,4,2,1
32,MANAGEMENT,DIVORCED,UNIVERSITY.DEGREE,NO,NO,NO,CELLULAR,MAY,TUE,3.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.344,5099.1,True,4,0,6,0,0,0,6,3,1
27,SELFEMPLOYED,SINGLE,UNIVERSITY.DEGREE,NO,YES,YES,TELEPHONE,JUN,WED,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.864,5228.1,True,6,2,6,2,2,1,4,4,1
39,HOUSEMAID,MARRIED,BASIC.4Y,UNKNOWN,YES,NO,CELLULAR,AUG,THU,6.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.963,5228.1,True,3,1,0,2,0,0,1,2,1
29,BLUECOLLAR,MARRIED,PROFESSIONAL.COURSE,NO,NO,NO,TELEPHONE,MAY,WED,8.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.281,5099.1,True,1,1,5,0,0,1,6,4,1
42,TECHNICIAN,SINGLE,UNIVERSITY.DEGREE,NO,YES,YES,CELLULAR,AUG,WED,8.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,True,9,2,6,2,2,0,1,4,1
60,MANAGEMENT,MARRIED,UNKNOWN,UNKNOWN,NO,NO,CELLULAR,JUL,MON,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.96,5228.1,True,4,1,7,0,0,0,3,1,1
30,TECHNICIAN,SINGLE,UNIVERSITY.DEGREE,NO,NO,YES,CELLULAR,AUG,FRI,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.9639999999999995,5228.1,True,9,2,6,0,2,0,1,0,1
38,MANAGEMENT,MARRIED,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,MAY,WED,3.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.281,5099.1,True,4,1,6,2,0,0,6,4,1
49,BLUECOLLAR,MARRIED,BASIC.6Y,NO,NO,NO,CELLULAR,AUG,THU,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.963,5228.1,True,1,1,1,0,0,0,1,2,1
30,ADMIN,SINGLE,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,MAY,MON,2.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,True,0,2,6,2,0,0,6,1,0
41,BLUECOLLAR,MARRIED,HIGH.SCHOOL,NO,YES,NO,CELLULAR,MAY,FRI,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.25,5099.1,True,1,1,3,2,0,0,6,0,1
56,BLUECOLLAR,MARRIED,BASIC.9Y,UNKNOWN,NO,NO,TELEPHONE,JUN,FRI,2.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.967,5228.1,True,1,1,2,0,0,1,4,0,1
58,BLUECOLLAR,SINGLE,BASIC.9Y,NO,YES,NO,CELLULAR,MAY,WED,2.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.334,5099.1,True,1,2,2,2,0,0,6,4,1
52,BLUECOLLAR,DIVORCED,BASIC.4Y,NO,YES,NO,CELLULAR,APR,THU,1.0,999,1,FAILURE,-1.8,93.075,-47.1,1.41,5099.1,True,1,0,0,2,0,0,0,2,0
32,ADMIN,MARRIED,PROFESSIONAL.COURSE,NO,YES,NO,CELLULAR,JUL,WED,3.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.963,5228.1,True,0,1,5,2,0,0,3,4,1
51,MANAGEMENT,MARRIED,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,MAY,MON,2.0,999,4,FAILURE,-1.8,93.876,-40.0,0.6970000000000001,5008.7,True,4,1,6,2,0,0,6,1,0
31,SELFEMPLOYED,MARRIED,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,AUG,FRI,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.963,5228.1,True,6,1,6,2,0,0,1,0,1
34,TECHNICIAN,MARRIED,PROFESSIONAL.COURSE,NO,YES,NO,CELLULAR,AUG,FRI,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.963,5228.1,True,9,1,5,2,0,0,1,0,1
60,RETIRED,MARRIED,UNKNOWN,NO,YES,NO,CELLULAR,AUG,MON,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,True,5,1,7,2,0,0,1,1,1
36,ADMIN,MARRIED,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,MAY,FRI,3.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,True,0,1,6,2,0,0,6,0,1
30,SERVICES,DIVORCED,BASIC.9Y,NO,NO,NO,TELEPHONE,MAY,THU,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.86,5191.0,True,7,0,2,0,0,1,6,2,1
51,ADMIN,SINGLE,UNIVERSITY.DEGREE,NO,YES,YES,CELLULAR,JUN,FRI,2.0,999,0,NONEXISTENT,-2.9,92.963,-40.8,1.268,5076.2,True,0,2,6,2,2,0,4,0,1
26,BLUECOLLAR,MARRIED,BASIC.9Y,NO,YES,NO,CELLULAR,JUL,MON,2.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.96,5228.1,True,1,1,2,2,0,0,3,1,1
39,ADMIN,MARRIED,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,AUG,THU,3.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.968,5228.1,True,0,1,6,2,0,0,1,2,1
38,ENTREPRENEUR,MARRIED,UNIVERSITY.DEGREE,UNKNOWN,NO,NO,TELEPHONE,MAY,TUE,11.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,True,2,1,6,0,0,1,6,3,1
41,BLUECOLLAR,MARRIED,BASIC.9Y,NO,NO,NO,TELEPHONE,MAY,TUE,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,True,1,1,2,0,0,1,6,3,1
43,UNKNOWN,MARRIED,HIGH.SCHOOL,UNKNOWN,YES,YES,TELEPHONE,MAY,MON,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,True,11,1,3,2,2,1,6,1,1
60,ENTREPRENEUR,MARRIED,BASIC.4Y,NO,UNKNOWN,UNKNOWN,TELEPHONE,MAY,THU,3.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.86,5191.0,True,2,1,0,1,1,1,6,2,1
28,BLUECOLLAR,MARRIED,BASIC.6Y,UNKNOWN,NO,NO,TELEPHONE,JUN,TUE,7.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.864,5228.1,True,1,1,1,0,0,1,4,3,1
34,TECHNICIAN,MARRIED,PROFESSIONAL.COURSE,NO,YES,NO,CELLULAR,JUL,WED,5.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,True,9,1,5,2,0,0,3,4,1
64,UNEMPLOYED,DIVORCED,BASIC.9Y,NO,YES,NO,CELLULAR,OCT,WED,2.0,999,0,NONEXISTENT,-1.1,94.601,-49.5,0.9590000000000001,4963.6,True,10,0,2,2,0,0,8,4,1
35,BLUECOLLAR,MARRIED,PROFESSIONAL.COURSE,NO,YES,YES,TELEPHONE,MAY,WED,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.8580000000000005,5191.0,True,1,1,5,2,2,1,6,4,1
40,BLUECOLLAR,MARRIED,BASIC.9Y,NO,YES,NO,CELLULAR,JUL,TUE,4.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.961,5228.1,True,1,1,2,2,0,0,3,3,1
46,BLUECOLLAR,SINGLE,BASIC.6Y,UNKNOWN,NO,YES,CELLULAR,MAY,THU,2.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.327,5099.1,True,1,2,1,0,2,0,6,2,0
33,ADMIN,MARRIED,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,JUN,TUE,1.0,999,0,NONEXISTENT,-2.9,92.963,-40.8,1.262,5076.2,True,0,1,6,2,0,0,4,3,1
74,RETIRED,MARRIED,UNIVERSITY.DEGREE,NO,NO,NO,TELEPHONE,OCT,MON,1.0,999,0,NONEXISTENT,-1.1,94.601,-49.5,0.977,4963.6,True,5,1,6,0,0,1,8,1,1
40,MANAGEMENT,MARRIED,HIGH.SCHOOL,NO,YES,NO,CELLULAR,AUG,WED,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,True,4,1,3,2,0,0,1,4,1
46,SERVICES,MARRIED,HIGH.SCHOOL,NO,NO,NO,CELLULAR,JUL,MON,3.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,True,7,1,3,0,0,0,3,1,1
41,ENTREPRENEUR,DIVORCED,PROFESSIONAL.COURSE,NO,YES,NO,CELLULAR,JUL,THU,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.963,5228.1,True,2,0,5,2,0,0,3,2,1
30,TECHNICIAN,SINGLE,UNIVERSITY.DEGREE,UNKNOWN,YES,NO,CELLULAR,AUG,THU,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.968,5228.1,True,9,2,6,2,0,0,1,2,1
44,ADMIN,MARRIED,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,MAY,TUE,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.344,5099.1,True,0,1,6,2,0,0,6,3,1
47,BLUECOLLAR,MARRIED,HIGH.SCHOOL,NO,UNKNOWN,UNKNOWN,CELLULAR,AUG,TUE,10.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,True,1,1,3,1,1,0,1,3,1
50,BLUECOLLAR,MARRIED,BASIC.4Y,UNKNOWN,YES,NO,TELEPHONE,MAY,FRI,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.859,5191.0,True,1,1,0,2,0,1,6,0,1
29,TECHNICIAN,SINGLE,PROFESSIONAL.COURSE,NO,YES,NO,CELLULAR,MAY,MON,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.244,5099.1,True,9,2,5,2,0,0,6,1,1
51,BLUECOLLAR,DIVORCED,BASIC.4Y,NO,YES,NO,CELLULAR,MAY,TUE,4.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.291,5099.1,True,1,0,0,2,0,0,6,3,1
52,BLUECOLLAR,MARRIED,BASIC.4Y,NO,NO,NO,TELEPHONE,MAY,FRI,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.859,5191.0,True,1,1,0,0,0,1,6,0,1
27,ADMIN,SINGLE,HIGH.SCHOOL,NO,NO,NO,TELEPHONE,APR,THU,3.0,999,0,NONEXISTENT,-1.8,93.075,-47.1,1.41,5099.1,True,0,2,3,0,0,1,0,2,1
44,SELFEMPLOYED,MARRIED,BASIC.9Y,NO,YES,NO,TELEPHONE,JUN,TUE,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.864,5228.1,True,6,1,2,2,0,1,4,3,1
34,UNEMPLOYED,MARRIED,BASIC.9Y,NO,NO,NO,CELLULAR,MAY,MON,2.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,True,10,1,2,0,0,0,6,1,1
23,STUDENT,SINGLE,HIGH.SCHOOL,NO,YES,NO,CELLULAR,OCT,MON,2.0,999,1,FAILURE,-1.1,94.601,-49.5,1.032,4963.6,True,8,2,3,2,0,0,8,1,0
30,TECHNICIAN,SINGLE,PROFESSIONAL.COURSE,NO,NO,NO,CELLULAR,JUL,TUE,2.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,True,9,2,5,0,0,0,3,3,1
26,STUDENT,SINGLE,HIGH.SCHOOL,NO,YES,NO,CELLULAR,MAY,MON,2.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.244,5099.1,True,8,2,3,2,0,0,6,1,1
35,TECHNICIAN,MARRIED,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,MAY,MON,3.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,True,9,1,6,2,0,0,6,1,1
24,TECHNICIAN,SINGLE,UNIVERSITY.DEGREE,NO,NO,NO,CELLULAR,JUL,WED,4.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.963,5228.1,True,9,2,6,0,0,0,3,4,1
38,UNEMPLOYED,MARRIED,BASIC.4Y,UNKNOWN,NO,NO,CELLULAR,JUL,TUE,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.961,5228.1,True,10,1,0,0,0,0,3,3,1
36,ADMIN,MARRIED,HIGH.SCHOOL,NO,NO,NO,TELEPHONE,MAY,THU,3.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.86,5191.0,True,0,1,3,0,0,1,6,2,1
24,TECHNICIAN,SINGLE,UNIVERSITY.DEGREE,NO,NO,NO,CELLULAR,JUL,THU,3.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.968,5228.1,True,9,2,6,0,0,0,3,2,1
31,MANAGEMENT,MARRIED,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,AUG,WED,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.9639999999999995,5228.1,True,4,1,6,2,0,0,1,4,1
41,ADMIN,MARRIED,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,AUG,WED,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,True,0,1,6,2,0,0,1,4,1
39,UNEMPLOYED,MARRIED,UNIVERSITY.DEGREE,NO,YES,NO,TELEPHONE,MAY,THU,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.855,5191.0,True,10,1,6,2,0,1,6,2,1
36,TECHNICIAN,DIVORCED,PROFESSIONAL.COURSE,UNKNOWN,NO,NO,TELEPHONE,JUN,MON,4.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.865,5228.1,True,9,0,5,0,0,1,4,1,1
47,RETIRED,MARRIED,BASIC.4Y,UNKNOWN,UNKNOWN,UNKNOWN,TELEPHONE,MAY,WED,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,True,5,1,0,1,1,1,6,4,1
33,TECHNICIAN,MARRIED,PROFESSIONAL.COURSE,NO,NO,NO,CELLULAR,APR,THU,1.0,999,0,NONEXISTENT,-1.8,93.075,-47.1,1.41,5099.1,True,9,1,5,0,0,0,0,2,1
34,BLUECOLLAR,MARRIED,PROFESSIONAL.COURSE,NO,YES,NO,CELLULAR,NOV,TUE,3.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.1530000000000005,5195.8,True,1,1,5,2,0,0,7,3,1
42,TECHNICIAN,DIVORCED,PROFESSIONAL.COURSE,UNKNOWN,NO,YES,TELEPHONE,MAY,FRI,3.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.859,5191.0,True,9,0,5,0,2,1,6,0,1
51,BLUECOLLAR,MARRIED,HIGH.SCHOOL,NO,NO,NO,CELLULAR,NOV,FRI,4.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.021,5195.8,True,1,1,3,0,0,0,7,0,1
34,BLUECOLLAR,SINGLE,BASIC.6Y,NO,YES,YES,CELLULAR,JUL,WED,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.957,5228.1,True,1,2,1,2,2,0,3,4,1
33,ADMIN,SINGLE,UNIVERSITY.DEGREE,NO,YES,YES,CELLULAR,AUG,TUE,6.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.963,5228.1,True,0,2,6,2,2,0,1,3,1
37,MANAGEMENT,MARRIED,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,JUL,FRI,1.0,6,1,SUCCESS,-1.7,94.215,-40.3,0.8959999999999999,4991.6,True,4,1,6,2,0,0,3,0,2
33,BLUECOLLAR,MARRIED,BASIC.9Y,NO,NO,YES,TELEPHONE,JUL,MON,1.0,999,0,NONEXISTENT,-1.7,94.215,-40.3,0.8270000000000001,4991.6,True,1,1,2,0,2,1,3,1,1
36,HOUSEMAID,MARRIED,BASIC.4Y,NO,NO,NO,CELLULAR,AUG,MON,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,True,3,1,0,0,0,0,1,1,1
43,SERVICES,MARRIED,HIGH.SCHOOL,NO,NO,NO,CELLULAR,NOV,THU,1.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.0760000000000005,5195.8,True,7,1,3,0,0,0,7,2,1
47,BLUECOLLAR,MARRIED,BASIC.6Y,NO,YES,YES,CELLULAR,JUL,MON,3.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,True,1,1,1,2,2,0,3,1,1
32,ADMIN,MARRIED,UNIVERSITY.DEGREE,NO,YES,YES,CELLULAR,AUG,WED,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,True,0,1,6,2,2,0,1,4,1
42,ADMIN,SINGLE,UNIVERSITY.DEGREE,NO,NO,NO,CELLULAR,AUG,MON,3.0,999,0,NONEXISTENT,-1.7,94.027,-38.3,0.898,4991.6,True,0,2,6,0,0,0,1,1,1
36,ADMIN,MARRIED,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,NOV,FRI,1.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.021,5195.8,True,0,1,6,2,0,0,7,0,1
42,BLUECOLLAR,DIVORCED,BASIC.9Y,NO,UNKNOWN,UNKNOWN,TELEPHONE,MAY,MON,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.8580000000000005,5191.0,True,1,0,2,1,1,1,6,1,1
31,BLUECOLLAR,SINGLE,BASIC.9Y,NO,NO,NO,TELEPHONE,APR,THU,2.0,999,0,NONEXISTENT,-1.8,93.075,-47.1,1.483,5099.1,True,1,2,2,0,0,1,0,2,1
41,ADMIN,DIVORCED,BASIC.6Y,NO,NO,NO,TELEPHONE,JUL,MON,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.96,5228.1,True,0,0,1,0,0,1,3,1,1
31,TECHNICIAN,MARRIED,BASIC.9Y,NO,NO,YES,CELLULAR,JUL,THU,5.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.958,5228.1,True,9,1,2,0,2,0,3,2,1
36,TECHNICIAN,SINGLE,PROFESSIONAL.COURSE,NO,NO,NO,CELLULAR,JUN,FRI,2.0,999,0,NONEXISTENT,-2.9,92.963,-40.8,1.268,5076.2,True,9,2,5,0,0,0,4,0,1
46,SERVICES,MARRIED,BASIC.9Y,NO,NO,YES,CELLULAR,MAY,WED,2.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.334,5099.1,True,7,1,2,0,2,0,6,4,1
35,ADMIN,DIVORCED,HIGH.SCHOOL,NO,NO,NO,CELLULAR,NOV,MON,3.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.191,5195.8,True,0,0,3,0,0,0,7,1,1
30,TECHNICIAN,MARRIED,HIGH.SCHOOL,NO,YES,NO,TELEPHONE,MAY,THU,6.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.86,5191.0,True,9,1,3,2,0,1,6,2,1
35,TECHNICIAN,SINGLE,UNIVERSITY.DEGREE,NO,YES,NO,TELEPHONE,MAY,WED,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,True,9,2,6,2,0,1,6,4,1
47,MANAGEMENT,MARRIED,BASIC.4Y,UNKNOWN,NO,NO,TELEPHONE,MAY,FRI,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,True,4,1,0,0,0,1,6,0,1
35,MANAGEMENT,SINGLE,HIGH.SCHOOL,NO,YES,YES,CELLULAR,MAY,FRI,2.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,True,4,2,3,2,2,0,6,0,1
77,MANAGEMENT,MARRIED,UNKNOWN,NO,YES,NO,CELLULAR,AUG,FRI,1.0,3,6,SUCCESS,-1.7,94.027,-38.3,0.905,4991.6,True,4,1,7,2,0,0,1,0,2
39,TECHNICIAN,MARRIED,PROFESSIONAL.COURSE,NO,UNKNOWN,UNKNOWN,TELEPHONE,MAY,WED,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.8580000000000005,5191.0,True,9,1,5,1,1,1,6,4,1
37,ADMIN,SINGLE,HIGH.SCHOOL,NO,YES,NO,TELEPHONE,JUL,TUE,4.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.961,5228.1,True,0,2,3,2,0,1,3,3,1
31,ADMIN,SINGLE,UNIVERSITY.DEGREE,NO,NO,NO,TELEPHONE,MAY,MON,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,True,0,2,6,0,0,1,6,1,1
49,TECHNICIAN,DIVORCED,HIGH.SCHOOL,NO,YES,NO,CELLULAR,JUL,THU,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.958,5228.1,True,9,0,3,2,0,0,3,2,1
57,SELFEMPLOYED,MARRIED,UNIVERSITY.DEGREE,UNKNOWN,NO,NO,CELLULAR,JUL,MON,4.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,True,6,1,6,0,0,0,3,1,1
33,BLUECOLLAR,DIVORCED,BASIC.9Y,NO,YES,NO,TELEPHONE,JUN,THU,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.958,5228.1,True,1,0,2,2,0,1,4,2,1
35,BLUECOLLAR,MARRIED,BASIC.6Y,NO,YES,NO,TELEPHONE,MAY,FRI,6.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.864,5191.0,True,1,1,1,2,0,1,6,0,1
39,TECHNICIAN,SINGLE,UNIVERSITY.DEGREE,NO,YES,YES,CELLULAR,APR,MON,6.0,999,1,FAILURE,-1.8,93.075,-47.1,1.405,5099.1,True,9,2,6,2,2,0,0,1,0
34,TECHNICIAN,MARRIED,BASIC.9Y,NO,YES,NO,CELLULAR,MAY,MON,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,True,9,1,2,2,0,0,6,1,1
32,ADMIN,SINGLE,HIGH.SCHOOL,NO,NO,YES,TELEPHONE,JUN,FRI,2.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.967,5228.1,True,0,2,3,0,2,1,4,0,1
35,STUDENT,SINGLE,UNIVERSITY.DEGREE,UNKNOWN,NO,NO,TELEPHONE,JUN,THU,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.961,5228.1,True,8,2,6,0,0,1,4,2,1
53,SELFEMPLOYED,MARRIED,UNIVERSITY.DEGREE,NO,NO,NO,CELLULAR,AUG,FRI,3.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.963,5228.1,True,6,1,6,0,0,0,1,0,1
30,TECHNICIAN,MARRIED,UNIVERSITY.DEGREE,NO,YES,NO,TELEPHONE,JUL,WED,2.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.963,5228.1,True,9,1,6,2,0,1,3,4,1
30,STUDENT,SINGLE,UNKNOWN,UNKNOWN,YES,NO,TELEPHONE,MAY,MON,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,True,8,2,7,2,0,1,6,1,1
44,BLUECOLLAR,MARRIED,HIGH.SCHOOL,NO,NO,NO,CELLULAR,APR,MON,2.0,999,1,FAILURE,-1.8,93.075,-47.1,1.466,5099.1,True,1,1,3,0,0,0,0,1,0
50,ADMIN,MARRIED,BASIC.9Y,NO,NO,NO,CELLULAR,AUG,THU,14.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.962,5228.1,True,0,1,2,0,0,0,1,2,1
56,RETIRED,MARRIED,HIGH.SCHOOL,NO,YES,NO,TELEPHONE,MAY,MON,3.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,True,5,1,3,2,0,1,6,1,1
58,RETIRED,DIVORCED,HIGH.SCHOOL,NO,YES,NO,CELLULAR,JUN,TUE,2.0,999,0,NONEXISTENT,-2.9,92.963,-40.8,1.262,5076.2,True,5,0,3,2,0,0,4,3,1
54,TECHNICIAN,MARRIED,UNIVERSITY.DEGREE,UNKNOWN,NO,NO,TELEPHONE,JUN,THU,2.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.958,5228.1,True,9,1,6,0,0,1,4,2,1
40,TECHNICIAN,SINGLE,UNIVERSITY.DEGREE,NO,NO,NO,CELLULAR,NOV,MON,1.0,7,2,FAILURE,-3.4,92.649,-30.1,0.7140000000000001,5017.5,True,9,2,6,0,0,0,7,1,0
31,BLUECOLLAR,MARRIED,BASIC.6Y,NO,NO,NO,CELLULAR,JUL,FRI,2.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.963,5228.1,True,1,1,1,0,0,0,3,0,1
41,ADMIN,MARRIED,HIGH.SCHOOL,NO,YES,NO,CELLULAR,MAY,TUE,1.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.344,5099.1,True,0,1,3,2,0,0,6,3,0
31,BLUECOLLAR,SINGLE,HIGH.SCHOOL,NO,YES,NO,CELLULAR,MAY,THU,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.327,5099.1,True,1,2,3,2,0,0,6,2,1
39,SERVICES,MARRIED,HIGH.SCHOOL,NO,YES,YES,CELLULAR,MAY,TUE,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.344,5099.1,True,7,1,3,2,2,0,6,3,1
37,ADMIN,MARRIED,HIGH.SCHOOL,NO,YES,NO,TELEPHONE,MAY,MON,4.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,True,0,1,3,2,0,1,6,1,1
41,UNKNOWN,SINGLE,UNKNOWN,UNKNOWN,YES,NO,TELEPHONE,JUN,FRI,2.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.967,5228.1,True,11,2,7,2,0,1,4,0,1
50,TECHNICIAN,MARRIED,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,JUL,FRI,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,True,9,1,6,2,0,0,3,0,1
49,BLUECOLLAR,MARRIED,BASIC.4Y,UNKNOWN,NO,NO,TELEPHONE,MAY,FRI,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.859,5191.0,True,1,1,0,0,0,1,6,0,1
31,ADMIN,MARRIED,UNIVERSITY.DEGREE,NO,NO,NO,TELEPHONE,MAY,WED,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.859,5191.0,True,0,1,6,0,0,1,6,4,1
